Review	Liked
 Gets More And More Conventional 	0
 Wait and see. 	0
 One of the best shows ever 	1
 Best show I've seen so far 	1
" Born a king, raised a prince, dead as a poor guy (possibly) "	0
 A Masterpiece 	1
" If you think this has a happy ending, you haven't been paying attention. "	1
 best TV show ever made in the world 	1
 Walk of Punishment 	0
 My favorite series on television! 	1
 Well-Done Fantasy Series. A Dramatic Tour-de-Force! 	0
 First Season is Great. Second Season not so great. 	0
" BEST SHOW EVER (Yes, Even better than Breaking Bad & Sopranos) "	1
 GOT = PERFECTION 	1
 Overrated 	1
 Boring dullness and high expectations 	0
 Trash 	1
 God 	0
 Not what TV should portray 	0
 Too much overrated ..! 	0
 Tremendous amount of work cannot be off put because of D&D 	1
 A good Ending 	1
 Right ending but........ 	1
 Not my cuppa tea. 	0
 Wow Wow 	1
 Character Development. Plot Line. Artistry. 	1
 Greatest thing to ever air on TV! 	1
 A fantastic show filled with constant twists and unexpected turns. Game of Thrones is the perfect show. 	0
 A disappointing bore 	0
 First five seasons the curve goes down 	0
" Complicated, not enough dragon action "	0
 Epic. 	1
 A superb adaption 	1
 Unbelievably fabulous 	1
" Poorly written, poorly directed, poorly produced. Completely disappointed. "	0
 I loved the finale 	1
 Hope for mankind destroyed in a single act of cowardice 	0
 A Fantastic Final Season for this amazing show 	1
10	1
 . 	0
 Game of Thrones will leave you speechless every time... 	1
 Most epic episode in television history 	1
 What's the problem? 	1
 No classic... 	0
 From gold to tin in a matter of one season 	0
 season1-6 sesaon 7 	1
 Really good in the first 7 seasons 	1
 got 	0
 Another good TV show ruined with bad ending 	0
 A magnificent TV series... with an extremely disappointing ending 	1
 When most awaited season(season8) ruined all previous work 	1
 Worst series finale since BSG! 	0
 Great show ruined by last season 	1
 Worst season 8 	1
 Shame on you writers 	0
 Major plot twist 	0
 Yes I'm a sheep 	1
 Hands down best show of ALL time 	1
 Entertainment transformed into art 	1
 A Modern Masterpiece 	1
 I Recommend this alot !!! 	1
 BEST SERIES EVER !!!!! 	1
 Amazing 	1
 The best series of all time. 	1
 Truly masterpiece 	1
 Both Good and Bad 	0
 Best TV show ever!! 	1
" ""Winter is coming"" "	1
 perfectly cast and carrying a high production value 	0
" Excellent show, has been carrying higher potential, funny death scenes and unnecessary nudity "	0
 The best show HBO have produced by far 	0
 Amazing...........! 	1
 Absolutely the best show ever 	1
 Very disappointed 	0
" After episode four, I'm not watching any more. "	0
 People giving 1 star are just butthurt or dany fans/ breaking bad fans 	1
 Most overrated and boring series ever 	0
 Garbage! 	0
 Disappointing 	0
 overrated show 	0
 Disappointing 	0
 Better research 	1
 I don't get it. 	0
" Sadlly, not quite what i expected.. "	0
 Greatest Thing to ever feature in a Screen (Big or Small). 	1
 Don't watch it 	0
 The best we have 	1
 Game of Thrones Season eight episode five 	1
 Garbage 	0
" Aside from the show itself, THE MUSIC "	1
 Masterpiece 	0
 Season 6: Enough Already 	0
 Buy the book and watch the show! 	1
 It is a 9 for me. 	1
 BEST SHOW EVER 	1
 Amazing Great Story 	1
 Beat show ever 	1
 Best show ever 	1
 A wonderful epic tale from beginning to end 	1
 Seasons 1-7 great! Season 8 good but not great 	1
 Ingenious 	1
 An amazing show...up until the end of Seasons 6. After that you'd better stop watching 	1
 Iam done see ya 	0
 Best show ever 	1
" Fantasy, but a true picture of real life, emotion, politics... "	1
 Drogon took Daenerys to see Miracle Max. 	1
 Best 	1
 I am not its fan... 	0
" Good, but overrated, and a tiresome bandwagon show for millennials... "	0
 The best TV show of all time! 	0
 HBO knows it's job 	1
 Game of Thrones is more than just a television show. 	1
" Excellent, if you've followed it from the beginning, you know it's worth the 40 hours or so. "	1
" Castles, Knights, Jousts, Sword Duels etc whats to dislike?....... "	1
 Another mile stone in TV entertainment 	0
 Sean Bean's best work so far 	1
 The best i've seen! 	1
 Late starter 	1
 It's a best in the history 	1
 This Show is Almost a Perfect 10 	1
 Best show ever but....:/ 	1
 The plot (and the series) died in a Red Wedding of bad writing 	0
 1-7 - Awesome.... 8 - Blah Blah Blah 	1
" The best show of my lifetime, to date "	1
 Worst ending 	0
 Take the average 	0
 For real a review? 	1
 Something for everyone 	1
 Masterpiece 	1
 Best 	1
 THE BEST SHOW ON TV 	1
 Everything is perfect 	1
 The greatest show there ever was! 	1
 Perfect 	1
 Lovely tv show its amazing 	1
 I mean..... 	1
 Peaky blinders is great but.... 	1
 amazing 	1
 Winter has come 	1
 Masterpiece and an earth legacy. 	1
 Best ever. 	1
 The King of all the shows 	1
 The best I've ever seen 	1
 my view 	1
 best tv show ever 	1
 Love to write about GOT 	1
 My story with game of thrones 	1
 AWESOME 	0
 Simply Amazing! 	1
 Hands down The BEST show Iv ever seen! 	1
 Such Amazing Series ever 	1
 BEST TV SERIES EVER 	1
 Wow!! Masterpiece 	1
 Excellent 	1
 This SHOW knows no BOUNDS! 	1
 Mind blowing!!! 	1
 A must watch for every human being! 	1
 best 	1
 Outstanding 	1
 Woow 	1
 Amazing 	1
 Great show but I do not feel satisfied. 	1
 The best thing ever on TV 	1
 Simply the best 	1
" Starts great, falls to average "	0
 I BLAST MY MIND WITH GAMES OF THRONES 	1
 AMAZING! 	1
 Best TV Show ever 	1
 How long is history? 	0
" A review of ""Game of Thrones,"" Season 1 "	0
 Great begining worst ending 	1
 A word of advice 	0
 Basically a perfect series BUT 	1
 Romances throughout the 8 seasons 	0
" Could be the best TV show of all times, but... "	0
 Astounding 	1
 Still a great 	1
 My 2 Cents 	1
 Almost Perfect. 	1
 It was epic then failed so hard 	0
 First 20 min good and then ???????? Why ?????? 	0
" Fantastic beginning, bad ending "	0
 Everything considered... 	0
 After so many years 	0
" Details details details details details, oh sh** we only have 6 episodes left ummmmm just write something down! What should we write? I don't care just write it! "	0
 This story deserved better! 	0
 The last one was the worst. 	0
 Excess and gratuitousness mar and otherwise brilliant story 	0
 Such an amazing ride just to fail so hard at the end 	0
 The End 	1
 Ending.. 	0
 Season 8 	0
 season 8 was a failure 	0
 It was so bad i have created an IMdB account just to tell you how bad it was 	1
 what to think 	0
 There is .. 	1
 A Singular Phenomenon 	0
 Game of Thrones !! Legendary episode 	1
 Game of thrones 	0
" Unnecessary violence, nudity and slow plot "	0
 Pretty boring 	0
 PLEASE READ!!!! (it's important) and click helpful so more see it... 	1
 The most overrated tv show in history 	0
 9.5? Orly? 	0
 Still over hyped and dreadful 	0
" OK, But Not Excellent "	0
 Dull 	0
" A good show, but.... "	0
 Sooooo slow! 	0
 There should be no place for this show in civilised society 	0
 The best in the history 	1
 Masterpiece 	1
 One of the greatest show with a unsatisfying ending! 	1
 Horrible Entertainment 	0
 Best show on TV and in the history of film 	1
 gg 	1
 How can I rate 0 for season 8 	0
" Turgid, sophomoric pablum "	0
 Thank you 	1
 One of the all-time greatest series everIt seemed 	1
 Season 8 	1
" Dear HBO, Benioff, and Martin: You've saved my life (and attention span) "	1
 Best fantasy series ever 	1
 The best of best of all time. 	1
 I think GoT has run out of steam :( oh well 	0
 Hands off the Royal Set 	1
 Game of thrones is rubbish 	0
 Crude 	0
 Simply the Best 	1
" dark, violent, and pointless. "	0
 Breaking Bad is 1000x Better! 	0
 The experience of this great art of cinematic work is a procession in one's life 	1
 Greatest Show Ever. (SS1-SS7) 	1
 Wasted my life 	1
" assiduously crafted, an undisputed masterpiece "	1
 The best tv show ever 	1
 Amazing Show 	1
 Still the best series ever despite season 8 	1
 The Pack Survives 	1
 Love GOT 	1
 The bist 	1
 Extraordiary show 	1
 Don't Underestimating Assassin 	1
 EXCELLENT First 4 seasons... but... 	0
 Game of Thrones is Number One Series over a Century 	1
 No spoilers! 	1
 Simply the best 	1
" Great show and cast, but.... "	1
 A show that has sadly lost it's flair. 	0
" There's a reason why this show is atop of the rest in most of ranks, and it's simply because is THE BEST. "	1
 Great show accompanied by even better novels 	1
 Not as good as it should have been... 	1
 Old Memories Re-made 	1
 Awesome 	1
 The best show ever 	1
 fantasy porn 	0
 Best TV show 	1
 Hasn't quite made up it's mind what it is supposed to be... 	0
 Breathtaking TV Despite Criticism 	1
 Best serie ever 	1
 A life changing experience 	1
 not good 	0
 Still the best TV-series of all time 	1
 Game of thrones 	1
 Disappointing seasson 	1
 Cuz i enjoyed the first 6s 	1
 Favorite show 	1
 Amazing 	1
 The greatest show of all time 	1
 Winter has come and went to waste! 	0
 A great series with bad ending 	0
 An amazing series with a ridiculous conclusion 	1
 All Hype but bad writing... 	0
 Undisputed Best Show Ever 	1
 Disappointing ending 	0
 The Golden Era Of Televison 	1
 EVERY SEASON RATED 	1
" it's a good series, but not above than Breaking Bad "	0
 season 7 was quite disappointing 	1
" Great action, suspense, plot and character development! "	1
 Truly Phenomenal 	1
" Review of Season 1: High Production Value, but the Fantasy Genre Must Be Your Thing/Cup of Tea "	0
" So compelling, it's addictive (in a good way :P) "	1
 Addicting series 	0
 Great show and a very great Cast! (SPOILERS)! 	1
 Some fair criticisms but still lords over so many TV shows 	0
 pure fantasy 	1
 A superbly written drama leagues away from the rest of the common droll of television. 	1
 Something to cheer about!!!! 	1
 Beyond magnificent 	1
 Television does not get better than this 	1
 Game of Thrones - A 'to-be' cult classic 	0
 Great epic fantasy finally comes to television 	0
 Beginners mistakes 	0
" Glossy, spectacular, but what about involving the viewer? "	0
 BEST TV SHOW EVER 	1
 One of the best series ever ends tomorrow 	1
 Incredible 	1
 just plain awful 	0
 What's so exciting about this? 	1
 Vast disappointment 	0
" Bad pacing, spotty writing and acting - but still watchable "	0
 Love it! 	1
 Great series 	1
 Rating this show 1 why? 	1
 Don't underrate a great eqisode just because you feel bad about one character 	1
 An afternoon in Raqqa - but with dragons in it. 	0
 Kept watching to get to the interesting parts. 	0
" Well, I think that almost doesn't worth the popcorn... "	0
" A beautiful piece of art, even season 8 "	1
 Great series with a great ending 	1
 Excellent 	1
 Storyline 	1
 good 	1
 The best serie evet 	1
 The best ever 	1
" Watched the rest, now watch the best. "	1
" Fantasy 'War for Power' Story That's Epic in Scope, But Not Without Its Fair Share of Flaws "	0
 Stupid Stunt Casting 	1
 The best show on planet earth along with Davinci's Demons!! 	1
 the best show ever 	1
 Greatest Show Ever 	1
 Perfection 	1
 The game is on... 	0
 Perfect! 	1
 Very unpleasant and not very original 	0
 Great series! 	1
" If you have never watched this series, you don't know what you're missing. "	1
 Awesome 	1
 The goat in my opinion 	1
 not good 	0
 The vision in Season 2 episode 10 45:00 - 47:00 	1
 love you game of thrones 	1
 A little disappointing. 	0
 A Rare 4 rating among superlative ratings 	0
" Amazing, but not until the end "	1
 Great Show! Fantastic Characters 	1
 I wanted to leave a serious complaint! 	1
 The best show ever 	1
 WARNING: Spoilers 	0
 Best TV série ever 	1
 First 7 seasons were amazing 	0
 from the 1st to the 7th season 10. 8th s. 4 	0
 A great show but with a disappointing end 	1
 An epic saga consist of 60 episodes of sheer brilliance fantasy fiction 	0
 Really u call this an ENDING!? 	0
 This show 	1
 One of the best TV shows we will ever get 	1
 Didn't live up to the expectations 	1
 GOAT 	1
 EPIC ! 	1
 Greatest tv I've ever watched 	1
 Can't remember anything that happened 	0
 Personal Opinion of Game of Thrones 	1
 My favorite show is back for season six! 	1
 Drop Dead Gorgeous! 	1
 Great until the 5th season 	1
" Violence, gore, sex and swears. And an engaging plot, too! "	1
 The series which will define a generation! 	1
 You won't really know what is it about unless you read the books 	0
 By Far The Best Thing On TV 	1
 where is the rest of the story? 	1
 Truly remarkable 	1
" Watch it, NOW! "	1
 A masterpiece that take you to dark ages and really leave you there for you to sort the way out.. 	1
 Mostly boring so far (3 episodes in) 	0
 Jumping on the bandwagon to say that Season 8 ruined this show. 	0
 Incredible...if you need a nap 	0
 Trying to get into it... 	0
 Masterpiece to Catastrophe 	0
 Great series 	1
 Best TV show ever 	1
 Awesome 	1
 The best series ever 	1
 This Will Be a Classic 	1
 Absolute masterpiece. Greatest TV show of all time. 	1
 A show for the ages! 	1
 Amazing 	1
 From book to Screen - Flawless 	0
 Overrated 	0
 Peace of f### sh### 	0
 Season 8 was not good at all. 	0
 It's the best in the history 	1
 GAME OF THRONES 	1
 The fantasy has gone real.... 	1
 Still one of the all time greatest tv show 	1
 Bran does not deserve to be the king. 	0
" A perfect show with, unfortunately, not a very good ending "	0
 The Experts need to get over this! 	0
 Started off great 	0
 Still the Best Show Ever...but why oh why was the last season so screwed up 	0
 You had seven seasons to prepare for the last one... 	1
 Almost a perfect 10 	0
 Calisi and John 	1
 Epic serie you have to watch 	1
 Update! 	1
 D&D dumb and dumber 	1
 Should you watch this after 2019? 	0
 Season 8 episode 5 	0
 Epic Episode but... 	0
 Season 8 Ep.2 CGI Poor to say the least. 	1
" Just a incredible show, enough said, just watch it "	1
 Sensational 	1
 I ammar 	0
 Brilliant 	1
 Speechless 	1
 Amazing 	1
 Amazing 	1
 WOW wow WOW 	1
 Mindblowing 	1
 Masterpiece 	1
 The show that destroyed my interest in TV series! 	1
 Cant stop watching 	1
 Fantasy as Fantasy SHOULD be watched! 	1
 Perfect with its own imperfections 	1
 Best show ever made in TV history 	1
 Awesome 	1
 Best series of all time 	0
 WHAT A MASTERPIECE BUT ... 	1
 Can't wait for Series 8 	1
 The best show ever produced on cable TV 	1
 The best TV series that you can watch ever 	0
 Favorite TV series 	1
 No show seems greater to me other than this 	1
 The Greatest TV Show of All Time 	1
 Best TV Show of all time 	1
 JUST AMAZING and best TV show ever made 	1
 Disappointed about Arya's story line (may contain some spoilers) 	1
 Late to the game. 	1
 WoW 	0
 Amazing - I absolutely love it 	1
 Love the series 	1
" Fabulous, Awesome Mindblowing "	1
 Good adaptation 	0
 GoH - True to the Last Minute 	0
 A grand sweeping Epic - truly breath-taking 	1
 Best show ever! 	1
 My favorite show ever 	1
 The best Tv show in the history 	1
 A solid ending to a almost perfect show 	1
 If you haven't seen it yet... 	1
 Best ever 	1
 An Absolutely Awesome Show!!! 	1
 My absolute favorite show! 	1
 I love this show! 	1
 Good. But slightly over rated 	0
 Greatest Show In The World 	1
" Not for kids, but an awesome show to get into. "	1
 Not a masterpiece but it neither a trash 	0
 Good but hugely overrated 	1
" Good, but I'm looking for perfection "	0
 Amazing Show 	1
 You low raters are so dumb. 	1
" Boring cliché, cheap... "	0
 Too many characters 	0
 The ending 	1
" Begins absolutly amazing, gets worse after season 4 "	0
 One of the best shows ever! 	1
" A Film is a Film, not a Book on Film "	0
 Great actors in a really boring story 	0
 HOW IT ENDED DOES NOT MATTER! 	1
 The ending is worst than Lost's 	0
 GOT is GOAT 	1
 10 stars 	1
 the best 	1
 BEST show I have ever seen!! 	1
 Omg 	1
 Still the best tv show ever made!! 	1
 Best TV Series Ever 	1
 Used to be 10 season 8 is why it's only a 9 	1
 People who rate this 1 the episode doesn't release yet so how the hell you put this rate grow up man it's ashow to enjoy not to search evry single fault 	1
 It doesn't get any better than this! 	1
	1
 Boring and lengthy 	0
 from season 6 so much feminism 	0
 A thrilling ride 	1
" Best Show Ever, with out a doubt "	1
 NERD ALERT! NERD ALERT! 	0
 What have you done??? 	1
 Greatest TV show I've watched 	1
 Amazing series 	1
 Rushed End to an almost Flawless series 	1
 The best ever 	1
 Best show ever 	1
 Best show ever made until the last episode. 1 star. 	0
 Don't let the hate on season 8 sway you 	1
 season 8 ruined everything 	1
 #RESTOREd #GOT 2011-2019 #EndOfAnEpic 	1
 Amazing 	1
 Got 	0
 Great but.... 	0
" GOT, EPIC & Nothing will ever compete it "	1
 I was a cynic too. 	1
 Just go and watch s08e03 and you'll give 10 	1
 Mind blowing 	1
 Above average but not perfect 	1
 A Need Fulfilled 	1
 Season 7 Episode 5 	0
" The Estate of Robert E Howard, take note! "	1
" The Most Fascinating Show Ever...""Who is Next"" "	1
 Outstanding..... Top of its class.... 	1
 Peter Dinklage - Great things come in small packages 	1
 What else can be said? 	1
 Epic Show 	1
 fantastic 	1
" wow, what a show. "	1
 Best TV Show ever 	1
" Amazing storytelling, a harsh reality and an excellent adaptation of the books "	1
 A must-watch 	1
 Mind Blowing Show! 	1
 I would rate it 20 out of 10 if I could. 	1
 Never seen a television show as good as GoT 	1
 Game of Gossip 	0
 Hmmmmm 	1
 Worth the wait. 	1
 Nothing compared to the books. 	0
 The end of an era 	1
 Lose 	0
 Best TV show ever was or ever will be 	1
 Severely disappointed...... 	0
 Yet Another Moronic Mystic Show 	0
 I am deeply impressed 	1
 Cliffs notes on film 	0
 Very Lame 	0
 Decade-defining. 	1
 Still the best 	1
 The best show ever 	1
 Best show on tv 	1
 The pinnacle of modern television. 	1
 Incredible show 	1
 Best series ever! 	1
 Undisputed ruler of all series 	1
 The Best T.V. Show Ever? 	1
 That's the best series of all timd 	1
 Awesome 	1
 Lousy and boring 	0
 Amazing Ending 	1
 wow 	1
 Fantastic show but...... 	1
 Underwhelming 	0
 Best show on TV period 	1
 One of the best series ever! 	1
 An Ultimate and Mind blowing Series of all time 	1
 Dissapointing season 8 	0
 Either they didn't have the budget or they have worst writers 	1
 Best show I've ever seen 	1
 AMAZING!!! 	1
 Lovely 	1
 The greatest in history. 	1
 Don't betray your watch? 	1
 Why i loved the episode 	1
 Greatest TV show ever! 	1
 Foreshadowed for a long time! Great Episode! 	1
 Incredible clever storyline 	1
 The best show ever made on the planet 	1
 Outstanding Series 	1
 Innovative!! 	1
 SO good 	1
 game of thrones 	1
 One of the best television shows out there. Period. 	1
 Season 5: the sad demise of GoT 	0
 Good but overrated 	0
 King Joffrey played by Jack Gleeson 	1
 A must watch series 	1
 The best TV Series EVER Ruined by lazy writers 	1
 Best TV show I ever watched... 	1
 Disappointing ending 	1
 Summing it up.... 	0
 Just watch episode 1-70... 	1
 Another perspective for the final season and the series at once 	1
" ""SHAME... SHAME... SHAME..."" "	1
 Great Show 	1
 Heartracing 	1
 fantastic show 	1
" Do you know what the realm is? It's the thousand blades of Aegon's enemies, a story we agree to tell each other over and over, until we forget that it's a lie. "	1
 The best of the best millenium drama 	1
 Let me just put it this way... 	1
 Game of Thrones - Is the High BAR! 	1
 I've never seen anything like this before. 	1
" Read this, It's Emportent... "	1
 THE BEST SHOW EVER 	1
 Best series ever 	1
 Probably The Best TV show in the history! 	1
 Greatest TV Series of all Time 	1
 Not For The Faint Of Heart 	0
 Totally hooked 	0
 wow... where to start?! One of the greatest shows of all time! 	1
 Awesome !! 	1
 Perfection 	1
 Great Series 	1
 An overall brilliant show that keeps to the book! 	1
 A Brilliant Graphic Drama 	1
 One of the best TV series ever !! 	1
 Fan since the very first hour 	1
" a must watch medieval, supernatural, TV Series :)) "	0
 Magic world of 'Game Of Thornes' 	1
 A Series that Transcends Typical Genres 	1
 An excellent TV series 	1
 Fight fire with fire 	0
 That's a masterpiece. 	1
 The bast ever 	1
 Curious 	1
 hmmm totally over-hyped... 	1
 Nothing is better than this show 	1
 Omg 	1
 It's one of the most jaw-dropping shows in history 	1
 If you're wondering if it's worth to watch the series 	1
" Season 8 - ""dream season"" "	0
 The rightful queen of the seven kingdoms. 	1
 I watch the lot of series but this series is a amazing 	1
 Lena heady 	1
 Truly a best show ever 	1
 This show is The best of the best 	1
 The best 	0
 One of the nail biting TV serial 	1
 Over Rated 	0
 Top of the Crop 	1
 Ehh 	0
 Would've rated higher but.... 	1
 Game of thrones is unique 	1
" A great - but definitely not ""the greatest"" - show "	0
 Season 1-7 Magnificent Season 8 Total Crap 	1
 The story is everything 	0
 A Show Like Few Others (until seasons 7&8) 	1
 Wish I could only review seasons 1-6.... 	1
 I live Game of Thrones 	0
 Great beginning worst ending 	0
" IT ENDS S7E07, SEASON 8 DOESN'T EXIST IT'S A HOAX. "	0
 An all time great 	1
 Best Show Ever 	1
 Should I still watch? 	0
" The Best Series, The Worst Ending "	1
 Hopeless 	0
 Hopeless 	0
 It's THE Game of Thrones 	1
 Winter is coming 	0
 The last season flushes down every good aspects of Game of Thrones 	0
 Do not start watching... 	0
 This season is week 	1
 Best ever...yeah! 	1
 It would be 10 if.. 	0
 Battle of Winterfell 	1
 What do I write!! 	1
 Do you really love cinema & television if you don't love GOT? 	1
 Best series in TV history 	1
 Sensational 	1
 The best show ever 	1
 insanely Good tv show 	1
 I love this show !!!! 	1
 So we wait...for the end 	1
 Best tHing Ever 	1
 Awesome is the word! 	1
 Best show on TV 	1
" Winter isn't coming, it was here all along "	0
 Must watch!!!! 	1
" Masterclass , peice of art , even better "	0
 The best thing ever on Tv 	1
 One of the best 	1
 The Best Fantasy TV Serie Ever 	1
 The best of television 	1
 The best series ever 	1
 watched the hall 7 season in 8 days 	1
" A triumphant masterpiece that ""sugar-coats"" nothing "	1
 Masterpiece 	1
 Great show 	1
 Best Show Ever!!! 	1
 Every episode is a great movie 	1
 The best 	1
 One of the best shows in Television History! 	1
 Crazy perfection 	0
 Phenomenal 	1
 Nothing like this I m waiting for season 8 	0
 not good but great 	1
" Story, Acting, VFX etc every is Tremendous also Most Realistically Written Series, Great TV Series... "	1
 Must watchable 	1
 Best show 	0
 Nothing more i can ad just awesome 	1
 Grandest and possibly the greatest series of all time 	1
 A masterpiece that was rushed towards the end as if it was cancelled. 	0
 Good 	1
" great show, great suspense "	0
 The best series 	1
 The best thing I have ever watched! 	1
 Fun and Brutal Show! 	0
 Review is from 2018 :) 	1
 Best Tv shows out 	1
" An epic, exciting, expansive, but very flawed show. (Spoiler free) "	0
 Watered Down Shock Value 	0
 The best TV show ever 	1
 THE GREATEST TV SERIES EVER MADE!!!!! 	1
 Legacy 	1
 THE BEST 	1
 Hands Down the BEST TV show of the 21st Century 	1
 The best TV show of all time 	1
 The best series of all time 	1
 The best movie ever ! 	1
" Greatest show for a while, but in total it is only really good "	0
 Mind blowing! highly addictive!! 	1
 Great show 	1
 Fantastc! 	1
 I'm just saying... 	0
 It takes guts for a Finale like this... Respect 	0
 BEST THING I HAVE SEEN ON TV EVEN WITH THE LAST SEASON 	1
 Good series in the world 	1
 Absolutely Spectacular! MUST WATCH 	1
 Amazing 	1
 Speechless mate 	1
 Best show 	1
 Anticlimactic end 	0
 Game of thrones 	1
 Sddd 	1
 The best 	1
 Best Show Ever 	1
 Gooooood should I do with my kids tonight 	1
 GoT will forever change you 	1
 My review 	1
 symbol antihumanism 	0
 Best Show I've Ever Seen on Television 	1
" Absolutely epic, until the start of Season 5 "	0
 Awesome show 	1
 Not enough male nudity and gay sex 	0
" Great Show, BUT "	0
 Absolutely Brilliant!!!! 	1
 Stop crying 	1
 Best show 	1
" Late to the party, I am blown away by this fantastical, medieval-type world; beware of its R-rated elements for sexual themes and violence "	1
 The best TV show ever! 	1
 Whats wrong with people??? 	0
 The hype has been over done 	0
 It's not what you wanted to happen 	1
" Ugh, to all the 1ers "	1
 best show ever 	1
 Game of thronse 	1
 It is the most succesful tv programme 	1
 GOT the best 	1
 ill always be the greatest show ever 	1
 Thank You 	1
 GOT 	1
" Totally Over-Rated -- Dwafs, Dragons, Midgets, Dwafs dressed as Dragons... "	0
 Seems to have been inspired by the Biblical chronicles 	0
 Lots of talk and no action! 	0
 A Good Story Unfortunately Spoiled....a Male Soap Opera 	0
 Worst ending season ever 	0
 The Gretsat Tv shwo ever 	1
 All season is good but season 8 is boring 	1
 .. 	1
 LOVED EVERY BIT OF IT UNTIL SEASON 8 RELEASED 	1
 Unexpected low level finale. 	1
 Loved it but why the rush .... 	1
 Hot and cold but hiped up to level 11 out of 10 	0
 The greatest story ever started GOT ruined 	0
 My Favorite Tv series 	1
 Because Of The Final Season 	1
 hated it at first... but got alot better afterwards 	0
 A masterpiece debased to pop culture inanity 	0
 Phenomenal 	1
 My number one favourite TV show 	1
 Amazing episode 	1
 Masterpiece! 	1
 ******* amazing must watch best TV show I've witnessed 	1
 Historical 	1
 To whoever didnt like it... 	1
 Frickin amazing show!!! 	1
" I love the show, but it has one glaring flaw "	1
 Best bing 	1
 Unmissable 	1
 GOT is the best 	1
 The best in history of tv shows 	1
 Perfect 	1
 my life 	0
 An Authentic High Fantasy TV Series 	0
 Episode one...and sold 	1
 9.5 for Game of Thrones? That can't be right... 	0
 Best TV series 	1
 Season by Season review 	1
 One of the best T.V. Shows ever. 	1
 Great addicting story. 	1
 Everything you could ask for 	1
 Better than a cake. 	0
" Fantastically alive adaptation - rich, violent and good "	1
 A truly exhilarating cinematic experience 	1
" Fantastic, a much see series. "	1
 Amazing Show. Believe Me. 	1
 Salute to the writer! 	1
" Lord of The Rings Has Grown Up, Into A Darker Child "	1
" Highly understandable, even for those who have not read the books. "	1
 Confusing but brilliant 	1
 Dont listen to the people giving 1 star 	1
 Lord of the Rings meets Dynasty meets Dune meets Dallas 	1
 Game of thrones 	0
 Best show ever 	1
 Best piece of Fiction ever! 	1
 Perfect 	1
 The best show ever 	1
 No joke 	1
 Game of thrones 	1
 What people want to hear?? 	1
 Excellent Series 	1
 Poor last episodes wont ruin the show 	1
 Deep story that reveals the human nature 	1
" Yes, do we really need to write an unnecessary review to glorify GoT more? "	0
 There has never been anything bigger or better! 	1
 Epic 	1
 Fantastisc Series 	1
 The best TV-show out there! 	1
 Number 1 TV series of this century  	1
 Too much graphic full male nudity and only partial female nudity 	0
 Awesome show 	1
 Extremely Good But Sensationalized 	0
" Intrigue, politics, passion and a great ending. "	1
 Wow 	1
 Good tv show 	1
 Why all the hate? 	0
 One of the best of adventure and medieval fiction. 	1
 It takes time to release new chapters. 	0
 Boring 	0
 An amazing series 	1
 calm down. 	1
" Dragons, Dwarfs, Witches, Midgets with Viking Costumes... (whatever ) "	0
 #1 show of all time 	1
" Just don't watch GOT, Sleep with it! "	1
 People are crazy! 	1
 the most overrated series in the whole universe (and beyond) 	0
 The best show on television! 	1
 One big no-no 	0
 8 years of build up to throw it all away. 	0
 best TV show ever 	1
 Perfect 	1
 Awesome  	1
 Almost flawless 	1
 The greatest 	1
 Absolutely genius! 	1
 Amazing 	1
 IMDB needs a new rating just for GoT 	1
 Over hyped 	0
 An excellent season 7 that had me hooked from minute one 	1
 It's like crack on television 	1
 A series that is brilliant from beginning to end 	1
 A gem you get to see in a generation 	1
" The show is amazing, the fanbase is trash "	1
 The best show ever 	1
 Great follower of books 	1
" Greatest show, yet. "	1
 Gqme of thrones love 	1
 Amazing 	1
 wonderful series 	1
 All hail to Game Of Thrones 	1
 Why!! 	1
 High quality all around 	1
 Excellenz Show with a sligtly weaker Last Season 	1
 For the Throne 	1
 GoT 	1
 Best of the bests 	1
 Remake The Last Season 	1
 Soothing Finale 	1
 my personal opinion 	1
 Seven beauties and one monster 	1
 Never seen a more realistic fantasy series! 	1
 WoW 	1
 Good 	1
 Did Ghost die? 	1
 I started watching game of thrones two weeks ago. 	1
 Goosebumps guaranteed 	1
 WHAT AN INCREDIBLE BATTLE!!!! 	1
 What are you people watching? 	1
 The legend 	1
 Heartbreaking yet hopeful 	1
 Infinitely complex masterpiece 	1
 Amazing!!! Amazing!!! Amazing!!! 	1
 I think is the best TV series yet 	1
 What is there to say that hasn't been said? Great Show! 	1
 Riviting Show that keeps you guessing 	1
" Truly ""EPIC"" "	1
 Winner of Thrones! 	1
 They are back! Jon Snow is alive! 	1
" The Very Best, Complex Show I have Ever Seen! "	1
 A must-watch series 	1
 great show 	1
" Great ending, leaving us wanting more!!! "	1
 Incredible show ... a little to fast paced though 	1
" Amazing sets, solid performances, difficult epic to follow but worth it! "	0
 I Would Not Typically Watch A Show Like This and I Love It 	1
 Amazing Series! 	1
 Epic show that spoiled me 	1
 thanks 	1
 I would still give it a 10 	1
 The End 	1
" Exceptional, Gold Standard "	1
 Season 8 not the best...but.. 	0
 Greatest TV show that i ever watched! 	1
 Great episode foreshadowed by SEASONS 	1
 The best show ever 	1
 Better than the book 	1
 Here's why the HBO series is so true to the book: 	1
 Wow 	1
 Wow. So8 blew my mind LOVED ep 6 	1
 Greatest Of All Time 	1
 One of the best shows in history 	1
 Not to the top but very close to the top show ever. 	1
 John is Azor Ahai 	1
